Timestamp,Date,Hour,Open,High,Low,Close_Futures_LTP,Volume,Security_ID,Dhan_Source,Commodity,Futures_Basis_Proxy,Basis_Diff_d1
2026-01-21 16:00,2026-01-21,16,184650.0,184650.0,184650.0,184650.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-01-21 17:00,2026-01-21,17,184650.0,184650.0,184650.0,184650.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-01-21 18:00,2026-01-21,18,184650.0,184650.0,184650.0,184650.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-01-21 19:00,2026-01-21,19,184650.0,184650.0,179501.0,179501.0,1.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,-5149.0,-5149.0
2026-01-21 20:00,2026-01-21,20,179501.0,179601.0,179501.0,179601.0,1.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,100.0,5249.0
2026-01-21 21:00,2026-01-21,21,179601.0,179601.0,179601.0,179601.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,-100.0
2026-01-21 22:00,2026-01-21,22,179601.0,179601.0,179601.0,179601.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-01-21 23:00,2026-01-21,23,179601.0,179601.0,179601.0,179601.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-02-02 09:00,2026-02-02,9,161156.0,161156.0,161156.0,161156.0,3.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-02-02 10:00,2026-02-02,10,161156.0,161156.0,161156.0,161156.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-02-02 11:00,2026-02-02,11,161156.0,161156.0,161156.0,161156.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-02-02 12:00,2026-02-02,12,161156.0,161156.0,161156.0,161156.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-02-02 13:00,2026-02-02,13,161156.0,161156.0,161156.0,161156.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-02-02 14:00,2026-02-02,14,161156.0,161156.0,161156.0,161156.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-02-02 15:00,2026-02-02,15,161156.0,161156.0,161156.0,161156.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-02-02 16:00,2026-02-02,16,161156.0,161156.0,156173.0,156173.0,1.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,-4983.0,-4983.0
2026-02-02 17:00,2026-02-02,17,156173.0,156173.0,156173.0,156173.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,4983.0
2026-02-02 18:00,2026-02-02,18,156173.0,156173.0,156173.0,156173.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-02-02 19:00,2026-02-02,19,156173.0,156173.0,156173.0,156173.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-02-02 20:00,2026-02-02,20,156173.0,156173.0,156173.0,156173.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-02-02 21:00,2026-02-02,21,156173.0,156173.0,156173.0,156173.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-02-02 22:00,2026-02-02,22,156173.0,156173.0,156173.0,156173.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-02-02 23:00,2026-02-02,23,156173.0,156173.0,156173.0,156173.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-02-03 12:00,2026-02-03,12,161156.0,161156.0,161156.0,161156.0,2.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-02-03 13:00,2026-02-03,13,161156.0,161156.0,161156.0,161156.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-02-03 14:00,2026-02-03,14,161156.0,161156.0,161156.0,161156.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-02-03 15:00,2026-02-03,15,161156.0,161156.0,161156.0,161156.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-02-03 16:00,2026-02-03,16,161156.0,161156.0,161156.0,161156.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-02-03 17:00,2026-02-03,17,161156.0,161156.0,161156.0,161156.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-02-03 18:00,2026-02-03,18,161156.0,161156.0,161156.0,161156.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-02-03 19:00,2026-02-03,19,161156.0,161156.0,161156.0,161156.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-02-03 20:00,2026-02-03,20,161156.0,161156.0,161156.0,161156.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-02-03 21:00,2026-02-03,21,161156.0,161156.0,161156.0,161156.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-02-03 22:00,2026-02-03,22,161156.0,161156.0,161156.0,161156.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-02-03 23:00,2026-02-03,23,161156.0,161156.0,161156.0,161156.0,0.0,483079,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-03-02 09:00,2026-03-02,9,143177.0,143177.0,143177.0,143177.0,24.0,562055,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-03-02 10:00,2026-03-02,10,143177.0,143177.0,143177.0,143177.0,0.0,562055,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-03-02 11:00,2026-03-02,11,143177.0,143177.0,143177.0,143177.0,0.0,562055,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
2026-03-02 12:00,2026-03-02,12,143177.0,143177.0,143177.0,143177.0,0.0,562055,Dhan HQ Paid API v2 (Client 1112620458),Gold,0.0,0.0
