Date,Open,High,Low,Close_Futures_LTP,Volume,Dhan_Source,Commodity,Security_ID,Unit,Basis_Proxy,Basis_Diff_d1
2025-11-17,123114.0,123650.0,122172.0,122927.0,10773.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-187.0,3000.0
2025-11-18,122121.0,123037.0,120762.0,122640.0,11791.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,519.0,706.0
2025-11-19,122799.0,124455.0,122270.0,123051.0,12423.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,252.0,-267.0
2025-11-20,122953.0,123760.0,122000.0,122727.0,10854.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-226.0,-478.0
2025-11-21,122373.0,124538.0,121546.0,124191.0,13688.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,1818.0,2044.0
2025-11-24,122743.0,124055.0,122605.0,123854.0,8191.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,1111.0,-707.0
2025-11-25,124789.0,125521.0,124460.0,125225.0,10239.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,436.0,-675.0
2025-11-26,125750.0,126175.0,125205.0,125931.0,9482.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,181.0,-255.0
2025-11-27,125500.0,125910.0,125286.0,125504.0,5063.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,4.0,-177.0
2025-11-28,125729.0,126972.0,125510.0,126883.0,6761.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,1154.0,1150.0
2025-12-01,127895.0,128415.0,127100.0,127315.0,1694.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-580.0,-1734.0
2025-12-02,127593.0,127836.0,126481.0,127334.0,158.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-259.0,321.0
2025-12-03,128120.0,128120.0,127555.0,127832.0,48.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-288.0,-29.0
2025-12-04,127950.0,128217.0,126872.0,127300.0,16.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-650.0,-362.0
2025-12-05,127581.0,129032.0,127581.0,128425.0,14.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,844.0,1494.0
2025-12-08,130431.0,130764.0,129577.0,129962.0,7103.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-469.0,-1313.0
2025-12-09,130045.0,130460.0,129101.0,130107.0,7381.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,62.0,531.0
2025-12-10,130339.0,130502.0,129544.0,129796.0,7028.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-543.0,-605.0
2025-12-11,130250.0,132574.0,130119.0,132469.0,12877.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,2219.0,2762.0
2025-12-12,132442.0,135263.0,132275.0,133622.0,20181.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,1180.0,-1039.0
2025-12-15,134204.0,135496.0,133578.0,134130.0,12615.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-74.0,-1254.0
2025-12-16,133523.0,135346.0,133308.0,134409.0,12593.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,886.0,960.0
2025-12-17,135079.0,135249.0,133373.0,134894.0,13810.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-185.0,-1071.0
2025-12-18,134736.0,135590.0,133728.0,134521.0,13642.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-215.0,-30.0
