Date,Open,High,Low,Close_Futures_LTP,Volume,Dhan_Source,Commodity,Security_ID,Unit,Basis_Proxy,Basis_Diff_d1
2026-05-08,30800.0,30800.0,30800.0,30800.0,0.0,Dhan HQ Paid API v2 (1-Year Daily),COTTON,568842,INR/bale,0.0,0.0
2026-05-11,30800.0,30800.0,30800.0,30800.0,0.0,Dhan HQ Paid API v2 (1-Year Daily),COTTON,568842,INR/bale,0.0,0.0
2026-05-12,30800.0,30800.0,30800.0,30800.0,0.0,Dhan HQ Paid API v2 (1-Year Daily),COTTON,568842,INR/bale,0.0,0.0
2026-05-13,30800.0,30800.0,30800.0,30800.0,0.0,Dhan HQ Paid API v2 (1-Year Daily),COTTON,568842,INR/bale,0.0,0.0
2026-05-14,31500.0,31500.0,31500.0,31500.0,0.0,Dhan HQ Paid API v2 (1-Year Daily),COTTON,568842,INR/bale,0.0,0.0
2026-05-15,31500.0,31500.0,31500.0,31500.0,0.0,Dhan HQ Paid API v2 (1-Year Daily),COTTON,568842,INR/bale,0.0,0.0
2026-05-18,31500.0,31500.0,31500.0,31500.0,0.0,Dhan HQ Paid API v2 (1-Year Daily),COTTON,568842,INR/bale,0.0,0.0
2026-05-19,31500.0,31500.0,31500.0,31500.0,0.0,Dhan HQ Paid API v2 (1-Year Daily),COTTON,568842,INR/bale,0.0,0.0
2026-05-20,31500.0,31500.0,31500.0,31500.0,0.0,Dhan HQ Paid API v2 (1-Year Daily),COTTON,568842,INR/bale,0.0,0.0
2026-05-21,31500.0,31500.0,31500.0,31500.0,0.0,Dhan HQ Paid API v2 (1-Year Daily),COTTON,568842,INR/bale,0.0,0.0
2026-05-22,31500.0,31500.0,31500.0,31500.0,0.0,Dhan HQ Paid API v2 (1-Year Daily),COTTON,568842,INR/bale,0.0,0.0
2026-05-25,31500.0,31500.0,31500.0,31500.0,0.0,Dhan HQ Paid API v2 (1-Year Daily),COTTON,568842,INR/bale,0.0,0.0
