Timestamp,Date,Hour,Open,High,Low,Close_Futures_LTP,Volume,Dhan_Source,Commodity,Security_ID,Unit,Futures_Basis_Proxy,Basis_Diff_d1
2026-04-20 13:00,2026-04-20,13,127875.0,127900.0,127875.0,127900.0,1.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,25.0,-36.0
2026-04-20 14:00,2026-04-20,14,127900.0,127959.0,127899.0,127930.0,7.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,30.0,5.0
2026-04-20 15:00,2026-04-20,15,127930.0,127930.0,127930.0,127930.0,0.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,0.0,-30.0
2026-04-20 16:00,2026-04-20,16,127979.0,127979.0,127950.0,127950.0,2.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-29.0,-29.0
2026-04-20 17:00,2026-04-20,17,127950.0,128740.0,127950.0,128740.0,1.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,790.0,819.0
2026-04-20 18:00,2026-04-20,18,128740.0,128740.0,128139.0,128305.0,6.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-435.0,-1225.0
2026-04-20 19:00,2026-04-20,19,128305.0,128868.0,127555.0,128400.0,9.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,95.0,530.0
2026-04-20 20:00,2026-04-20,20,128400.0,129500.0,128101.0,128453.0,107.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,53.0,-42.0
2026-04-20 21:00,2026-04-20,21,128453.0,128632.0,128210.0,128210.0,18.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-243.0,-296.0
2026-04-20 22:00,2026-04-20,22,128210.0,128544.0,128210.0,128544.0,35.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,334.0,577.0
2026-04-20 23:00,2026-04-20,23,128544.0,128544.0,128304.0,128304.0,44.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-240.0,-574.0
2026-04-21 09:00,2026-04-21,9,128418.0,128534.0,128343.0,128375.0,16.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-43.0,197.0
2026-04-21 10:00,2026-04-21,10,128375.0,128504.0,128199.0,128199.0,31.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-176.0,-133.0
2026-04-21 11:00,2026-04-21,11,128199.0,128340.0,128081.0,128187.0,31.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-12.0,164.0
2026-04-21 12:00,2026-04-21,12,128087.0,128087.0,128075.0,128075.0,2.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-12.0,0.0
2026-04-21 13:00,2026-04-21,13,128075.0,128134.0,128018.0,128124.0,12.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,49.0,61.0
2026-04-21 14:00,2026-04-21,14,128124.0,128144.0,128116.0,128116.0,8.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-8.0,-57.0
2026-04-21 15:00,2026-04-21,15,128116.0,128116.0,128116.0,128116.0,0.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,0.0,8.0
2026-04-21 16:00,2026-04-21,16,128116.0,128262.0,128116.0,128262.0,2.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,146.0,146.0
2026-04-21 17:00,2026-04-21,17,128262.0,128353.0,128262.0,128353.0,5.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,91.0,-55.0
2026-04-21 18:00,2026-04-21,18,128107.0,128227.0,127807.0,127807.0,12.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-300.0,-391.0
2026-04-21 19:00,2026-04-21,19,127807.0,128103.0,127807.0,128047.0,4.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,240.0,540.0
2026-04-21 20:00,2026-04-21,20,128047.0,128047.0,127294.0,127663.0,58.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-384.0,-624.0
2026-04-21 21:00,2026-04-21,21,127663.0,127663.0,127167.0,127167.0,12.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-496.0,-112.0
2026-04-21 22:00,2026-04-21,22,127167.0,127235.0,126507.0,126899.0,28.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-268.0,228.0
2026-04-21 23:00,2026-04-21,23,126780.0,127149.0,126780.0,127070.0,7.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,290.0,558.0
2026-04-22 09:00,2026-04-22,9,127708.0,127741.0,127641.0,127741.0,9.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,33.0,-257.0
2026-04-22 10:00,2026-04-22,10,127741.0,127850.0,127521.0,127850.0,10.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,109.0,76.0
2026-04-22 11:00,2026-04-22,11,127850.0,127850.0,127650.0,127650.0,3.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-200.0,-309.0
2026-04-22 12:00,2026-04-22,12,127650.0,127800.0,127650.0,127800.0,1.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,150.0,350.0
2026-04-22 13:00,2026-04-22,13,127800.0,127800.0,127800.0,127800.0,0.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,0.0,-150.0
2026-04-22 14:00,2026-04-22,14,127800.0,127800.0,127490.0,127575.0,7.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-225.0,-225.0
2026-04-22 15:00,2026-04-22,15,127575.0,127575.0,127398.0,127398.0,1.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-177.0,48.0
2026-04-22 16:00,2026-04-22,16,127398.0,127550.0,127398.0,127550.0,2.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,152.0,329.0
2026-04-22 17:00,2026-04-22,17,127550.0,127550.0,127454.0,127454.0,2.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-96.0,-248.0
2026-04-22 18:00,2026-04-22,18,127454.0,127454.0,127372.0,127374.0,3.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-80.0,16.0
2026-04-22 19:00,2026-04-22,19,127374.0,127410.0,127374.0,127410.0,1.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,36.0,116.0
2026-04-22 20:00,2026-04-22,20,127410.0,127410.0,127132.0,127132.0,6.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-278.0,-314.0
2026-04-22 21:00,2026-04-22,21,127132.0,127132.0,126979.0,126979.0,2.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-153.0,125.0
2026-04-22 22:00,2026-04-22,22,126979.0,127205.0,126979.0,127205.0,3.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,226.0,379.0
2026-04-22 23:00,2026-04-22,23,127205.0,127333.0,126979.0,127101.0,8.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-104.0,-330.0
2026-04-23 09:00,2026-04-23,9,126755.0,126770.0,126755.0,126770.0,8.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,15.0,119.0
2026-04-23 10:00,2026-04-23,10,126770.0,126963.0,126770.0,126963.0,1.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,193.0,178.0
2026-04-23 11:00,2026-04-23,11,126802.0,127014.0,126802.0,127014.0,3.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,212.0,19.0
2026-04-23 12:00,2026-04-23,12,127014.0,127094.0,126858.0,126858.0,4.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-156.0,-368.0
2026-04-23 13:00,2026-04-23,13,126858.0,126858.0,126858.0,126858.0,0.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,0.0,156.0
2026-04-23 14:00,2026-04-23,14,126858.0,126900.0,126770.0,126770.0,3.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-88.0,-88.0
2026-04-23 15:00,2026-04-23,15,126770.0,126850.0,126650.0,126650.0,4.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-120.0,-32.0
2026-04-23 16:00,2026-04-23,16,126650.0,126710.0,126615.0,126701.0,8.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,51.0,171.0
2026-04-23 17:00,2026-04-23,17,126701.0,127342.0,126701.0,127342.0,7.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,641.0,590.0
2026-04-23 18:00,2026-04-23,18,127342.0,127342.0,127340.0,127340.0,1.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-2.0,-643.0
2026-04-23 19:00,2026-04-23,19,127340.0,127340.0,127000.0,127000.0,2.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-340.0,-338.0
2026-04-23 20:00,2026-04-23,20,127000.0,127290.0,127000.0,127044.0,16.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,44.0,384.0
2026-04-23 21:00,2026-04-23,21,127044.0,127044.0,127040.0,127040.0,1.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-4.0,-48.0
2026-04-23 22:00,2026-04-23,22,127040.0,127234.0,127040.0,127234.0,12.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,194.0,198.0
2026-04-23 23:00,2026-04-23,23,127234.0,127234.0,126759.0,126800.0,17.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-434.0,-628.0
2026-04-24 09:00,2026-04-24,9,126663.0,126718.0,126355.0,126355.0,7.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-308.0,126.0
2026-04-24 10:00,2026-04-24,10,126259.0,126589.0,126259.0,126589.0,8.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,330.0,638.0
2026-04-24 11:00,2026-04-24,11,126524.0,126760.0,126414.0,126419.0,5.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,-105.0,-435.0
2026-04-24 12:00,2026-04-24,12,126419.0,126511.0,126344.0,126511.0,5.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,92.0,197.0
2026-04-24 13:00,2026-04-24,13,126511.0,126515.0,126500.0,126515.0,2.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,4.0,-88.0
2026-04-24 14:00,2026-04-24,14,126515.0,126674.0,126515.0,126550.0,3.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,35.0,31.0
2026-04-24 15:00,2026-04-24,15,126550.0,126625.0,126441.0,126625.0,10.0,Dhan HQ Paid API v2 (Client 1112620458),GOLD,562055,INR/10g,75.0,40.0
